菜名	简介	食材-主料	食材-配料	制作步骤	URL
东北大拌菜	东北大拌菜是我们东北的名菜是将多种夏季蔬菜切丝，配上粉丝等，拌上丰富的调料，而成的非常好吃爽口的拌菜。现在虽然是冬天，不过现在什么蔬菜都有，可以在大鱼大肉的春节里吃些爽口的蔬菜。	黄瓜, 1根; 胡萝卜, 1根; 白菜, 200g; 干豆腐, 1张; 绿豆芽, 250g	辣椒油, 适量; 盐, 适量; 味精, 适量; 酱油, 适量; 绵白糖, 适量; 醋, 适量; 大蒜, 适量	1. 将蔬菜准备好。2. 锅内烧水，水沸后下绿豆芽焯熟，焯好后捞出拧去水分。3. 干豆腐切丝。4. 胡萝卜切丝。5. 黄瓜切丝。6. 白菜切丝。7. 将切好的蔬菜放入一个盆中。8. 放入酱油。9. 放入陈醋。10. 放入盐。11. 放入白糖。12. 放入味精。13. 放入自制的辣椒油。14. 蒜切碎。15. 放入蒜后，将所有的原料搅拌均匀后放入盘中食用即可。	http://www.haodou.com/recipe/277055
春饼	今天是【立春】，在我的心目中，立春是最温馨、最富人文内涵的节气，每年的立春的时间阳历不相差两天，不是2月4日就是2月5日，这是我记得最清楚的事情，因为我的生日是2月5日，所以对于立春的时间我的记忆是很清楚的。 立春以后天气明显有变化，我们经常在户外滑冰的人都知道，这时候河里的冰都是立茬的，也就是说很容易塌陷，也很危险，建议人们不要再河面上行走了。这一点我是深有体验的。 一年之计在于春，冬去春来是人们最高兴和赏心乐事。冬天过去了春天还会远吗？呵呵不远说到就到了。 我们辽宁地区民间有个不成文的规矩，就是‘立春’这一天，几乎大家都会烙些春饼，炒上几个卷饼的菜，美美的吃上一炖，别提有多美了。 我今天就烙了春饼炒了四个卷饼的菜，一家三口美美的吃了一顿春饼卷菜。	中筋面粉, 500g; 滚水, 300ml	油, 适量; 盐, 适量	1. 面用滚水和，饧10~15分钟；2. 搓成长条揪成包子皮大小的剂子3. 按扁后在上面刷上油4. 把两个剂子落在一起5. 按扁后用擀面杖在上面压几下6. 在擀成薄饼7. 放在电饼铛里烙两面有浅浅的金黄鼓起即可取出放在盘子上，盖上屉布避免风干。8. 这是炒好的绿豆芽（我在菜谱里会近期上传具体的做法的）；9. 京酱肉丝（我在菜谱里会近期上传具体的做法的）；10. 酸菜肉丝（我在菜谱里会近期上传具体的做法的）；11. 韭菜鸡蛋（我在菜谱里会近期上传具体的做法的）；12. 把饼分开两张，用其中的一张铺在平盘上在上面放上自己喜欢的各种菜，卷起来就可以大口的吃了。	http://www.haodou.com/recipe/274355
五香草帽饼	草帽饼是东北的一道特色面食，以其层次分明、柔软筋道、香酥可口、形如草帽状而著称。草帽饼的香酥是加了猪油，猪油的分层效果要比植物油的好，因为我没有猪油就用了普通的炒菜用油做的，不过分层还是不错的。	面粉, 300g	油, 适量; 盐, 适量; 五香粉, 适量	1. 面粉中放入少许盐混合，再用热水搅成絮状，再揉成面团2. 准备好五香粉3. 面团揉成长条状4. 分割成小剂子5. 擀成薄面皮6. 涂抹一层油7. 均匀的撒上五香粉8. 上下折叠，像折扇子似的9. 将有油的一面朝上，一边抻长一边卷10. 如图，卷成这样，尾端放在下面按一下11. 再用擀面杖擀成面饼12. 加热平底锅，倒入适量油13. 放入饼煎至金黄14. 翻面，煎至两面金黄即可	http://www.haodou.com/recipe/274563
小野鸡炖蘑菇	野鸡，又名山鸡、雉鸡，分布于山丘和岗地中，但是现在食用的野鸡也都是人工饲养的为主。每年秋冬季节的野鸡肉最肥嫩，作为补物食疗也最佳。野鸡的营养成分与家养鸡相仿，但蛋白质含量很高，脂肪含量远远低于家养鸡。今天做的【小野鸡炖蘑菇】就是家常菜肴的做法。	野鸡, 2只; 榛蘑, 200g	油, 适量; 盐, 适量; 味精, 适量; 料酒, 适量; 生抽, 适量; 葱姜, 适量; 大料, 适量	1. 将野鸡去皮毛、去头爪、去内脏。用清水洗净，浸泡2小时以上。2. 同时把蘑菇浸泡2小时以上。3. 然后把蘑菇摘洗干净备用。4. 把野鸡斩块，冲洗干净。5. 把野鸡肉冷水入锅，烧开后即可关火。飞水去异味。6. 准备葱姜、大料。7. 把飞水的野鸡块捞出，反复冲洗，洗净血沫。8. 这就是洗净的野鸡肉块。9. 起锅热油，放入大料，小火炒香。10. 放入葱姜，煸炒出香味。11. 放入野鸡肉块煸炒。12. 旺火，烹入料酒。13. 加入生抽。14. 炒匀后，加入清水。15. 烧开后，小火煨制1小时左右，至野鸡肉软烂。16. 加入备用的蘑菇。17. 加盐调味，小火再烧制15分钟左右。18. 加味精提鲜，即可关火。19. 出锅盛入碗中，即可上桌。	http://www.haodou.com/recipe/278011
东北蘸酱菜	东北人爱吃大葱蘸大酱是外地人对我们东北人的传统“偏见”， 现在的生活好了，不用再吃咸的东西来省钱下饭了， 每餐都会有各种蔬菜，不过有些人还是很爱吃那浓浓的酱香裹满的蔬菜， 而且现在的生活讲究多吃各种蔬菜，所以我们就用各用蔬菜来做蘸酱菜吧。	豆瓣酱, 1碗; 鸡蛋, 1个; 青椒, 1个; 干豆腐, 1张; 黄瓜, 1根; 胡萝卜, 1根; 生菜, 1棵; 金针菇, 半包	油, 适量; 味精, 适量; 大葱, 适量; 烤鸭, 适量	1.  鸡蛋打散备用，喜欢吃酱香味重的，就加一个蛋，喜欢吃淡一点的，就加两个蛋。2. 青椒切丁，其实用尖椒最好，但是我不能吃能吃辣的，所以改成了青椒，但是口感还是那么棒。3. 准备一小碗黄豆酱，我这是自家做的，所以味才特别正。4. 葱花切好，要用葱白。5.  先将鸡蛋入锅炒好，要炒散，不要太碎，太碎口感不好。6. 盛出备用。7. 锅内放入底油，稍多一些，油热，放入葱花爆锅。8. 出香味后，放入青椒翻炒，造成不要让葱花糊了，有一个糊了，这一锅的味儿就变了。9. 青椒断生后，倒入黄豆酱，关火，用余温翻炒。10. 放入炒好的鸡蛋。11. 炒至酱与油融合，酱没有豆腥味，用味精调味出锅。12. 准备一张干豆腐。13. 将干豆腐放入沸水中汤一下，去豆腥味。14. 晾凉后切成方形片。15. 准备金针菇，将其去根。16. 将其清洗后放入沸水中焯熟。17. 然后捞出备用。18. 将胡萝卜洗净切丝。19. 将生菜洗净。20. 将大葱切条，黄瓜切丝。21. 将以上所有准备好的材料与烤鸭和鸡蛋酱一同摆桌即可食用。	http://www.haodou.com/recipe/279056
红烧排骨炖玉米	大年初六回妈妈家了，正好赶上妈妈要炖排骨。这次炖的排骨里面放了些粘玉米，玉米是邻家阿姨给送的，排骨炖玉米，玉米吸附了肉汤的味道变得非常好吃，我儿子也吃了不少呢。	排骨, 1000g; 玉米, 1000g	油, 适量; 盐, 适量; 酱油, 适量; 花椒粉, 适量; 白糖, 适量; 醋, 适量; 葱姜蒜, 适量; 香叶, 适量; 桂皮, 适量; 大料, 适量; 味精, 适量	1. 排骨洗净去血水2. 锅中坐水，焯烫排骨3. 葱姜蒜切好备用4. 热油锅，放入焯好的排骨翻炒5. 放入葱姜蒜炒香6. 放入适量的香叶、大料、桂皮炒香7. 放入适量花椒粉炒匀8. 倒入适量的红烧酱油炒匀9. 放入适量白糖炒匀10. 倒入适量醋炒匀11. 倒入适量清水炖15分左右12. 玉米洗净切小块13. 放入玉米块继续炖熟即可14. 最后调入味精和盐即可	http://www.haodou.com/recipe/276457
芹菜猪肉盒子	我平时只吃素的面食，如果包肉的都会留出素馅给自己包素的。 如果偏要吃荤馅的面食的话，我比较爱吃的就是芹菜猪肉馅， 觉得不腻，又有芹菜的香，芹菜的粗纤维还可以排毒，每次做都会吃上几个。	中筋面粉, 500g; 芹菜, 750g; 猪肉末, 400g	温水, 适量; 大葱, 适量; 姜, 适量; 油, 适量; 料油, 适量; 酱油, 适量; 精盐, 适量; 五香粉, 适量; 味精, 适量; 酵母, 5g	1.  将芹菜叶摘去，留梗，锅内烧水，水沸后下芹菜梗焯一下， 捞出，剁碎，挤干水份。2. 葱、姜切末，放入馅料盆中。3. 猪肉剁成肉泥，放入馅料盆中，放入料酒、酱油、香油、五香粉、盐、味精，搅拌均匀。4.  向面粉中倒入溶入酵母的温水，和成光滑面团，盖上保鲜膜放温暖处发酵。5. 发酵置两倍大。6. 将面团分成两份，取一份搓成长条。7. 切成剂子。8. 擀成面皮。9. 取一面皮，放入馅料。10. 包成一个盒子。然后发酵30分钟。11.  锅内放入油，油热放入盒子。12.  煎至两面金黄即可。	http://www.haodou.com/recipe/276828
白糖烧饼	上大学的外甥要来家里，给他做点什么好吃的呢，做烧饼吧，他还没尝过我做的烧饼呢，儿子一听说我做烧饼也极力赞成，而且向他哥哥大力宣扬了好豆网。鼓动哥哥的妈妈也上这个网站，就可以天天有好吃的了。	面粉, 500g; 白糖, 50g	油, 适量; 蛋液, 适量	1. 油皮和好 醒一会2. 油酥和好3. 油皮分成小剂4. 油酥放在油皮中 像馅料一样5. 像包包子一样包起来 6. 擀平 牛舌状7. 卷起来  8. 覆上 保鲜膜 松弛十分钟 在重复6、7步骤9. 白糖用面粉 混合好10. 取一个饼胚子 放入白糖11. 包起来12. 再松弛 十分钟13. 擀平 成饼 放入烤盘中 刷上蛋液14. 烤箱预热 上下层200度 加热25分钟就好了	http://www.haodou.com/recipe/274790
炝拌金针菇干豆腐丝	又是东北小拌菜 我简直是太爱了 又简单又方便又好吃 几乎每天都弄各种拌菜 今天用到的食材就是干豆腐和金针菇 豆制品和菌类 最最健康了吧 最简单的调味品--蒜蓉辣酱 超级好用啊	干豆腐, 250g; 金针菇, 300g	香油, 适量; 大蒜, 适量; 蒜蓉辣酱, 适量; 胡萝卜, 适量; 香菜, 适量	1. 香菜洗净切段2. 洗净摘好金针菇3. 锅里烧水焯熟金针菇4. 胡萝卜擦丝5. 干豆腐切丝6. 大蒜切末7. 将所有食材，蒜蓉辣酱，香油搅拌均匀即可	http://www.haodou.com/recipe/276091
油渣夹馍	这个的做法是“肉夹馍”的另一版，将五花肉改成了油渣，味道更香，更有风味，符合我们东北的口味。 馍的做法在《原味烤饼》这个菜谱中有详细介绍，本菜谱只介绍馅料的做法，馅料做好了，也就给馍增了大色。 如果觉得肉夹馍吃得不够香不够味，那就试试这个“油渣夹馍”吧。	烤饼, 4个; 肥肉, 200g; 尖椒, 2个	大葱, 适量; 姜, 适量; 油, 适量; 酱油, 适量; 精盐, 适量; 味精, 适量; 五香粉, 适量	1. 将猪肉洗净切大丁。2. 锅内放入一点底油，稍温热，下猪肉丁小火煸。3. 煸出大部分油脂后，锅内油明显多很多，把油倒出来一些，可以留着以后炒菜，很香的。4. 尖椒切段，备用。5. 锅里仅留出炒馅的油量即可。6. 然后改大火，放入葱姜爆香。7. 放入切好的尖椒翻炒。8. 放入酱油。9. 放入盐。10. 放入五香粉。11. 放入味精出锅即可。12. 准备一个烤饼也就是馍，将其从边上横向切开，末端不切断。13. 夹上油滋了即可开动了噢！	http://www.haodou.com/recipe/274686
茧蛹炒大葱	茧蛹是一个好东西它本身含有丰富的蛋白质和多种氨基酸，老话说七个茧蛹顶得上一个鸡蛋营养的。也是补充蛋白质的一个好食品，对于体弱病人、老人、妇女产后补充算得上是一个高级的营养补充品。 茧蛹味道鲜美可以用来油炸，干煸都是不错的一个烹饪方法。	茧蛹, 400g	油, 适量; 盐, 适量; 大葱, 150g; 蒜, 10g; 酱油, 10ml; 料酒, 5g	1. 茧蛹挑出坏掉的后洗净2. 放入微波炉里高火3分钟取出3. 大葱切斜块，蒜切片，大料2朵4. 锅中放2勺油中火煸炒5. 炒出水分后下入蒜片炒出香味6. 加入盐煸炒7. 放入大葱块8. 倒入酱油9. 倒入料酒去腥煸炒2分钟出锅	http://www.haodou.com/recipe/273434
大葱猪肉水饺	饺子是中国传统面食小吃之一，据说是中国古代医圣“张仲景”发明的。 是深受中国人民喜爱的传统特色食品，又称水饺，是中国北方民间的主食和地方小吃，也是年节食品。 有一句民谣叫“大寒小寒，吃饺子过年。”大年初一吃饺子可是北方的特色，饺子多用面皮包馅水煮而成。 这款大葱猪肉馅料的水饺是东北地区最普通家常的一种水饺，咸香有滋味，口感非常的鲜美。	饺子皮, 800g; 猪肉, 300g; 大葱, 2根	盐, 适量; 酱油, 25ml; 姜粉, 2g; 白糖, 2g; 花椒粉, 3g; 料酒, 20ml; 鸡精, 适量; 香油, 适量	1. 准备好所有的食材。2. 猪肉洗净切小块。3. 然后剁成肉泥。4. 大葱洗净也切碎。5. 肉馅放入碗中加入盐，姜粉，白糖，料酒，酱油，花椒粉，鸡精，香油。6. 搅打上劲。7. 然后加入大葱。8. 再次拌均匀成为馅料。9. 取一张饺子皮包入馅料。10. 捏成饺子生坯。11. 依次全部做好。12. 锅中水煮开下入饺子。13. 煮熟捞出，可随醋碟一起上桌。	http://www.haodou.com/recipe/276308
酸菜氽白肉	酸菜氽白肉是东北的特色菜，白肉肥而不腻，酸菜鲜香嫩脆。就是我这不太吃肥肉的人吃了也觉得香。离开东北多年了，可是这口我还是一到冬天就想起来了。很是让人放不下。可见它是一道美味了。这种酸菜就是用白水倒在白菜缸里让它自然发酵，当然白菜要先晒一下，然后是摆在缸中层与层间少放一点盐。就行了。也有一放盐的做酸菜的方式。	酸菜, 200g	油, 适量; 盐, 适量; 猪肉, 适量; 葱, 适量; 姜, 适量	1. 先把猪肉放到清水中煮 2. 开锅后就把沫去掉，让水清起来。这时就放葱、 姜、大料、花椒、盐、料酒。煮到8成熟。3. 酸菜就是这个样子，把它切成丝越细越好。4. 这是切好的。用清水过一下。5. 准备的葱6. 把煮好的肉拿出来切薄片备用，汤不要扔了。7. 锅中放油，放入葱花8. 放入酸菜煸炒9. 把煮肉的汤倒进去。10. 再加一小点盐调味，因为煮肉时放了点盐。11. 把切好的肉片放进去炖就行了，过一会就可以出锅吃了。	http://www.haodou.com/recipe/276181
木须肉	木须肉是有名的东北菜。主要原料有猪肉，鸡蛋，干木耳，黄瓜等。此菜含有丰富优质蛋白，脂肪、胆固醇较少，一般人群均可适量食用。黄瓜富含维生素，还有清肠、去火、排毒的功效，木耳含丰富的钙、磷，常食有益于健康。猪肉可以补血，补铁，是营养非常丰富的一道菜。	猪肉, 100g; 鸡蛋, 1个; 黑木耳, 8朵; 黄瓜, 1根; 胡萝卜, 半根	大葱, 适量; 姜, 适量	1. 木耳提前3小时泡发，去根。2. 将黄瓜洗净，切斜片，也可以切菱形片。3. 胡萝卜洗净，切菱形片。4. 猪肉切好。5. 将鸡蛋炒熟，盛出备用。6.  锅内放入底油，油热放入葱姜爆锅。7. 出香味后放入肉片翻炒。肉变色，放入黄瓜、胡萝卜、木耳，翻炒。8. 放入酱油，再加一点老抽上色。9.  倒入一点料酒，放入食盐。10.  放入五香粉。11. 放入鸡蛋，一同翻炒。12.  放入味精出锅即可。	http://www.haodou.com/recipe/273819
得莫利炖鱼	“得莫利”一词是满语“渡口”的音译，这道菜的原产地哈尔滨郊区方正县伊汉通乡得莫利村（伊汉通，为满族“老牛岛”的音译），已有一百多年的历史。由于这个村北靠松花江，在鱼多的时候这里的村民主要靠打鱼来维持生计。在20世纪80年代初，村里的一对老夫妇在路边上开了间小饭店，招待路上歇脚吃饭的过路人。他们把当地的活鲤鱼（也可以用鲇鱼，鲫鱼，嘎牙子鱼）和豆腐、宽粉条子炖在一起，味道鲜美，又不失东北菜的豪放，吃的人是越来越多，结果生意越做越火。后来菜的做法不胫而走，传遍了城里的大街小巷。哈尔滨人说：要是外地朋友不喜欢吃西餐和东北大菜，咱们吃得莫利炖活鱼去。这道菜的主料应该是新鲜的活鲤鱼，那样才可以充分享受到鱼肉的鲜嫩和美味。 现在的人做得莫利炖鱼还喜欢加些五花肉，因为五花肉可使粉条味道更鲜美。做这个的时候，加上黄豆酱，煮出来有浓浓的酱香味。豆腐先煎再炖，这样子不容易炖散开。 东北人豪爽，做这个是用整鱼，而我现在锅小，所以斩成段，如果有小辣椒更好，因为昨天吃火锅，和排骨面都辣，小女抗议，所以今天的鱼没有加辣了	鲤鱼, 1条; 豆腐, 100g; 香菇, 50g; 五花肉, 50g; 黄豆酱, 40g	油, 适量; 盐, 适量; 葱, 适量; 姜, 适量; 蒜, 适量; 生抽, 适量; 鸡蛋液, 适量; 粉条, 适量	1. 鲤鱼一条收拾干净2. 备好葱姜蒜片3. 五花肉切片备用4. 粉丝泡软5. 切好豆腐和香菇6. 家中锅小，把鱼打上花刀切成几段7. 鱼块放蛋液里沾匀，这样煎出来不易跑油。8. 黄豆酱，记住最好是带豆的黄豆酱，这样做出来效果更好，如果有东北的大酱更好9. 坐锅烧油，把豆腐煎得两面金黄10. 把鱼块下进去煎得两面金黄11. 锅中留底油，加葱姜蒜片炒香12. 加入香菇炒香13. 然后加入鱼块14. 加入豆腐15. 加盐16. 生抽炒匀17. 这时候加入黄豆酱18. 翻匀后加入清水, 因为要炖三十分钟清水适量放多点19. 上面放入粉条20. 再铺上一层五花肉即盖上锅盖，炖三十分钟即可。	http://www.haodou.com/recipe/274129
烩酸菜粉	前几天，老家住齐齐哈尔的朋友给我带来两颗酸菜，这可是千里迢迢的东北老家酸菜啊，可惜，没有东北血肠，但是昨天我刚刚炖过猪脊骨，用它烩酸菜粉也一样能吃出东北杀猪菜的味啊。	酸菜, 300g; 粉条, 200g; 猪脊骨, 300g	油, 适量; 盐, 适量; 葱花, 适量; 花椒, 适量	1. 粉条用水泡一下2. 酸菜准备好 去掉老帮3. 用刀先把酸菜片薄4. 一般片三层就差不多了5. 放在一起 切成细丝6. 用清水 再泡去掉多余的酸味7. 捞出 挤去水分 8. 锅中放入少量花生油 加入花椒 葱花 爆香9. 加入酸菜 翻炒一下10. 加入炖好的猪脊骨和汤 再加入适量的清水11. 加入粉条12. 加入少量的盐 炖十分钟左右就好了13. 烩酸菜粉就好了	http://www.haodou.com/recipe/274464
豆角素焖面	秋天的时候自己冻了些速冻豆角做冬储菜，虽然是速冻的吃起来跟新鲜的也是一样的，突然想吃焖面了，于是就自己做了手擀面。因为老公不在家就没有放肉做了一道素焖面，好吃极了。	豆角, 500g; 面条, 300g	油, 适量; 盐, 适量; 花椒粉, 适量; 酱油, 适量; 葱, 适量; 蒜, 适量; 味精, 适量	1. 面粉加少许盐用水和成面团，比饺子面稍硬些，静止十分左右 2. 面团用擀面杖擀成面饼 3. 面皮卷在擀面杖上来回的推擀4. 展开面皮撒上干面粉，继续重复上个步骤5. 将面皮擀的薄厚均匀就可以6. 将面皮像折扇子一样折起来7. 用刀切成自己喜欢的宽度 8. 用手抖散，放好备用9. 准备好速冻豆角，葱切葱花，蒜切末 10. 热油锅放入葱花炒香 11. 放入豆角翻炒 12. 放入适量花椒粉炒匀13. 放入适量酱油炒匀 14. 倒入适量清水 15. 码上手擀面16. 盖上锅盖小火焖15分左右17. 待汤汁收的差不多，用筷子挑散拌匀 18. 放入蒜末炒匀 19. 最后放入盐和味精炒匀即可	http://www.haodou.com/recipe/271421
肉末酱茄子	酱茄子也是我们东北的家常名菜，由于没有油炸这一工序，所以相对于烧茄子更少油，更健康。做这个最好是用长茄子，长茄子更好吃，我们东北都是长茄子，吃了南方的贺茄子觉得没有茄子味儿。茄子可清热解暑，对于容易长痱子、生疮疖的人，尤为适宜，但脾胃虚寒、哮喘者不宜多吃。且茄子性凉，脾胃虚寒、体弱、便溏者不宜多食；手术前吃茄子，麻醉剂可能无法被正常地分解，会拖延病人苏醒时间，影响病人康复速度，一定要注意噢！	茄子, 3个	香菜, 适量; 猪肉馅, 适量	1.  将茄子洗净，切成滚刀块。2. 准备好香菜。3. 准备好肉馅。4. 锅内放入适量油，将肉末炒熟。肉末变色放入葱姜末。5. 放入豆瓣酱。6.  放入茄子。7. 放入酱油和老抽。8.  放入适量清水9.  放入五香粉10. 放入白糖。11.  放入蚝油。12. 放入味精，大火收汁后即可。	http://www.haodou.com/recipe/273827
鸡汁鲍鱼	鲍鱼是海产贝类，同鱼毫无关系，倒跟田螺之类沾亲带故。它是海洋中的单壳软体动物，只有半面外壳，壳坚厚，扁而宽，自古被人们视为“海味珍品之冠”，其肉质柔嫩细滑，滋味极其鲜美，非其他海味所能比拟的。尤其是在东南亚一些国家的华裔和港澳同胞，对鲍鱼特别青睐。据说其谐音“鲍者包也，鱼者余也”，鲍鱼代表包余，以示包内有“用之不尽”的余钱。因此，鲍鱼不但是馈赠亲朋好友的上等吉利礼品，而且是宴请、筵席及逢年过节餐桌上的必备“吉利菜”之一。鲍鱼以山东、广东、辽宁等地产量最多，产期为春秋两季。鲍鱼含有丰富的蛋白质，还有较多的钙、铁、碘和维生素A等营养元素；并富含丰富的球蛋白；鲍鱼的肉中还含有一种被称为“鲍素”的成分，能够破坏癌细胞必需的代谢物质；鲍鱼能养阴、平肝、固肾，调整肾上腺分泌，具有双向性调节血压的作用；并且能调经、润燥利肠，可治月经不调、大便秘结等疾患；它还具有滋阴补养功效，是一种补而不燥的海产，所以多吃也无妨，是男士女士都适宜的营养品。	冰鲜鲍鱼, 10只; 鸡块, 500克	葱姜, 适量; 蚝油, 适量	1. 将鸡肉切块儿，再切些葱姜。2. 将鸡块放入汤锅中，加入适量的清水，大火煮滚后把水倒掉。重新将鸡肉放入汤锅中，加入葱姜和适量的清水，大火煮滚然后再煮10分钟。3. 将冰鲜鲍鱼解冻刷洗干净。4. 去壳。5. 洗净泥沙。6. 加少许水放入电炖锅内。因为电炖锅具保温功能，煲出的鲍鱼汁效果最佳。7. 将煮好的鸡汤去浮油，倒一部分入到电炖锅内，加蚝油与鲍鱼和原汁一起慢煲1.5小时。8. 加少许盐，勾薄芡，即可装盘品尝口感绝佳的鲜美鸡汁鲍鱼了。	http://www.haodou.com/recipe/276228
香辣榨菜丝	我们北方这里没有那种新鲜的榨菜头，只有那种腌渍过的，于是就买了一颗回家炒肉丝吃了，放点辣椒丝一起炒带点辣味也很下饭的，这菜比较适合配粥一起吃。	榨菜, 300g; 猪肉, 100g	油, 适量; 盐, 适量; 白糖, 适量; 花椒粉, 适量; 酱油, 适量; 葱, 适量; 干红辣椒, 适量; 姜, 适量; 鸡精, 适量	1. 榨菜洗净切丝2. 倒入清水泡一会捞出，沥干水分 3. 瘦肉丝，干红辣椒丝、葱姜蒜切片 4. 热油锅，放入肉丝翻炒变色5. 放入辣椒丝、葱姜蒜翻炒出香味 6. 放入适量花椒粉炒匀 7. 放入适量白糖炒匀8. 放入榨菜丝翻炒9. 倒入少许酱油翻炒 10. 大火翻炒几下 11. 放入鸡精调味即可	http://www.haodou.com/recipe/268863
酸菜白肉锅	酸菜白肉锅是一道地道的东北家常菜，尤其是在冬季，几乎会出现在家家的餐桌之上。 酸菜白肉以五花肉和东北酸菜为主料，肉肥而不腻，软嫩香滑，酸菜清爽，非常开胃。 而且操作简单非常易上手。 每家的酸菜白肉做法也不太相同，有的煮肉的时候会放大骨棒，有的把酸菜先煸炒一下，也见过有人把肉直接放入锅中炒的，那种做法太油腻了，我不太喜欢，但也是东北菜常用的做法，每个人口味不同罢了。 今天我做的酸菜白肉还加入了鸭血，冻豆腐和粉条，食材更加丰富，口感也更鲜香，尤其是五花肉蘸着蒜汁和芝麻酱入口滋味鲜美，不油腻，绝对的地道美味。	五花肉, 250g; 东北酸菜, 200g; 冻豆腐, 100g; 鸭血, 150g; 宽粉条, 50g	油, 适量; 盐, 适量; 葱姜, 适量; 胡椒粉, 适量; 大料, 3个; 花椒, 3g; 料酒, 20ml; 鸡精, 少许; 香油, 适量	1. 准备好所有的食材。2. 五花肉洗净入锅中煮至。3. 大火煮开后撇去浮沫。4. 在加入葱姜，大料花椒。5. 加入料酒中火煮至。6. 粉条泡软，酸菜切碎，冻豆腐和鸭血切片。7. 另取一个锅放入鸭血煮上3分钟沥干水分备用。8. 五花肉煮至30分钟捞出冷凉备用。9. 然后肉汤中的调料捞出，肉汤备用。10. 取两个小碗一个加入芝麻酱用清水调开，一个加入蒜末用酱油醋拌均匀备用。11. 冷凉的五花肉切薄片。12. 炒锅倒少许油爆香葱姜。13. 倒入酸菜翻炒片刻出香。14. 然后倒入猪肉的肉汤。15. 酸菜煮上3分钟后加入冻豆腐。16. 加入鸭血。17. 在加少许清水大火煮上8分钟。18. 再放入煮好切片的五花肉继续煮上5分钟。19. 加入盐。20. 一点糖。21. 加入胡椒粉调味。22. 再放入粉条煮至透明。23. 淋入香油和鸡精。24. 关火盛碗后可随蘸汁碗一起上桌即好。	http://www.haodou.com/recipe/274646
韭菜猪肉锅贴	锅贴是一种煎烙的馅类小食品，制作精巧，味道精美，多以猪肉馅为常品，根据季节配以不同鲜蔬菜，锅贴的形状不同的地方包法不同，但一般是饺子形状。 相传当年慈禧太后非常喜欢吃饺子，但是一旦凉了就不肯吃了，所以御膳厨房得不停煮出热腾腾的饺子，还得把冷掉的饺子丢掉。有一天太后到后花园赏花闻到宫墙外传来一阵香味，于是好奇的走出宫外，看到有人在煎煮状似饺子，面皮金黄的食物，尝了一口后，觉得皮酥脆馅多汁，相当美味。后来才知道，这是御膳厨房丢弃的饺子，因为凉掉了皮粘在一块，不容易用水煮，所以才用油煎热着吃。 锅贴比饺子更香，加之酥脆的底，口感更是层出不穷。	中筋面粉, 300g; 韭菜, 250g; 猪肉, 250g	油, 适量; 盐, 适量; 酱油, 适量; 味精, 适量; 五香粉, 适量; 水, 适量	1.  韭菜摘净，切小碎丁，加入搅好的猪肉馅，稍稍拌一下。2. 加入酱油、五香粉、盐、味精、油、味精，搅拌均匀。3. 冷水与面粉和成稍硬的光滑面团，盖上布饧20分钟。4. 饧好后再揉片刻，使面团软硬适度，搓成一个长条。5.  切成大小均匀的剂子，再分别擀成面皮，要薄厚均匀，中间稍厚。6. 取一面皮，放入馅料。7. 将两端捏合。8. 将包好的锅贴在案板上摆好。9.  电饼铛刷一层油，用平底锅也可以，凉油摆入锅贴，开火。10. 煎大概3分钟，倒入适量清水，听见“滋”一声，盖上锅盖，煎熟即可。	http://www.haodou.com/recipe/274439
鲔鱼色拉煎饼	这个是用老面做的喔,不是用烫面做的,所以冷了之后还是很有弹性跟咬劲,尤其裡面鬆軟外皮酥脆,味道真的不错!	中筋面粉,  600g ; 老面,  200g ; 鲔鱼, 1罐 ; 洋葱,  半个	油, 15g; 盐, 适量; 水, 300g; 酵母, 6g; 胡椒粉, 适量; 糖, 45g	1. 将鲔鱼,洋葱切细,色拉,塩,胡椒粉搅拌均匀后,放入冰箱冰一下。 2. 将面粉,水,酵母,糖,油,老面放入盆中3. 攪拌均勻4. 放至桌上搓揉成光滑面团,盖上保鲜膜,静置5~10分钟 5. 搓成长条状 6. 切成50g的剂子 7. 擀成圆薄状 8. 包入饀料,静置20分钟 9. 锅中加入少许的油,用小火煎,煎至兩面金黃即可。	http://www.haodou.com/recipe/274337
酸菜炒肉丝	这个酸菜炒肉丝也是立春那天炒的，卷春饼的最佳菜肴。特好吃解腻开胃。回味无穷啊！	酸菜, 800g; 猪瘦肉, 400g	油, 适量; 盐, 适量; 葱, 适量; 姜, 适量; 鸡精, 3g; 大料, 2朵; 酱油, 6ml; 料酒, 6ml	1. 自己腌的酸菜洗净控干水分2. 拔下酸白菜帮用刀平片成薄片3. 片好的酸菜落起来4. 切成细丝5. 切好的酸菜丝6. 瘦肉清理干净7. 切成片8. 切成丝9. 葱姜大料10. 锅中有烧热下入肉丝煸炒11. 下入葱姜大料煸炒出香味12. 加入酱油煸炒13. 下入酸菜丝14. 继续煸炒15. 加一小碗清水后加入鸡精16. 加入盐后中火炖炒10分钟收汁17. 装盘放上红椒丝点缀。	http://www.haodou.com/recipe/274744
